id,conversation_id,sender,body,timestamp,contact_id,total_tokens,metadata
19,8,"contact","[""Ponga su cuarto en 800€ y el chiqui en 500€"",""Y ya en el chat vamos tanteando y si algo le subimos el precio o bajamos"",""Depende de la persona y ya"",""Lo duro es alquilar ese cuarto chiquito"",""Y Decile a la irlandesa que si conoce a alguien que diga""]","2025-07-12T10:37:04.979+00:00",23,,[object Object]
20,7,"contact","[""estoy de paso"",""Andrés me llamo"",""quiero saber que hay para hoy""]","2025-07-12T10:37:08.938+00:00",22,,[object Object]
21,7,"contact","[""estoy de paso"",""Andrés me llamo"",""quiero saber que hay para hoy""]","2025-07-12T10:37:12.6+00:00",22,,[object Object]
22,7,"contact","[""estoy de paso"",""Andrés me llamo"",""quiero saber que hay para hoy""]","2025-07-12T10:37:40.736+00:00",22,,[object Object]
23,7,"contact","[""andres"",""que hay par ahoy""]","2025-07-12T10:38:14.943+00:00",22,,[object Object]
24,7,"contact","[""andres"",""que hay par ahoy""]","2025-07-12T10:38:41.055+00:00",22,,[object Object]
25,9,"contact","[""🥹🤧"",""Que haces amor"",""No alcancé a ir donde la Dra de pulmón""]","2025-07-12T12:56:45.107+00:00",7,,[object Object]
26,9,"contact","[""🥹🤧"",""Que haces amor"",""No alcancé a ir donde la Dra de pulmón""]","2025-07-12T12:57:05.637+00:00",7,,[object Object]
27,7,"contact","[""Hola!"",""Hay fiesta?""]","2025-07-12T12:57:09.482+00:00",22,,[object Object]
28,9,"contact","[""🥹🤧"",""Que haces amor"",""No alcancé a ir donde la Dra de pulmón""]","2025-07-12T12:57:37.051+00:00",7,,[object Object]
29,7,"contact","[""Hola!"",""Hay fiesta?""]","2025-07-12T12:57:41.123+00:00",22,,[object Object]
30,9,"contact","[""Hola qué tal?"",""Soy María José""]","2025-07-12T12:59:33.923+00:00",7,,[object Object]
31,7,"contact","[""estoy de paso en Dubai"",""y quiero saber si hay fiesta hoy""]","2025-07-12T12:59:48.352+00:00",22,,[object Object]
32,9,"contact","[""Hola qué tal?"",""Soy María José""]","2025-07-12T12:59:54.7+00:00",7,,[object Object]
33,7,"contact","[""estoy de paso en Dubai"",""y quiero saber si hay fiesta hoy""]","2025-07-12T13:00:16.901+00:00",22,,[object Object]
34,9,"contact","[""Vivo aquí!""]","2025-07-12T13:00:53.209+00:00",7,,[object Object]
35,7,"contact","[""hola"",""que hay hoy"",""hola"",""Hola"",""hay fiesta hoy=?"",""quiero saber que hay hoy?""]","2025-07-12T13:06:03.552+00:00",22,,[object Object]
36,7,"contact","[""hola"",""que hay hoy"",""hola"",""Hola"",""hay fiesta hoy=?"",""quiero saber que hay hoy?""]","2025-07-12T13:06:05.415+00:00",22,,[object Object]
37,7,"contact","[""hola"",""que hay hoy"",""hola"",""Hola"",""hay fiesta hoy=?"",""quiero saber que hay hoy?""]","2025-07-12T13:06:07.315+00:00",22,,[object Object]
38,7,"contact","[""hola"",""que hay hoy"",""hola"",""Hola"",""hay fiesta hoy=?"",""quiero saber que hay hoy?""]","2025-07-12T13:06:09.878+00:00",22,,[object Object]
39,7,"contact","[""hola"",""que hay hoy"",""hola"",""Hola"",""hay fiesta hoy=?"",""quiero saber que hay hoy?""]","2025-07-12T13:06:10.69+00:00",22,,[object Object]
40,7,"contact","[""hola"",""que hay hoy"",""hola"",""Hola"",""hay fiesta hoy=?"",""quiero saber que hay hoy?""]","2025-07-12T13:06:33.445+00:00",22,,[object Object]
521,42,"contact","[""holaa"",""que hay para"",""hoy""]","2025-07-23T16:26:01.271+00:00",22,,[object Object]
522,42,"contact","[""holaa"",""que hay para"",""hoy""]","2025-07-23T16:26:02.042+00:00",22,,[object Object]
523,43,"contact","[""Hola!"",""que hay para hoy gratis?""]","2025-07-23T16:32:46.489+00:00",22,,[object Object]
524,43,"contact","[""Hola!"",""que hay para hoy gratis?""]","2025-07-23T16:32:52.89+00:00",22,,[object Object]
525,44,"contact","[""1hola"",""que hay"",""gratis para hoy""]","2025-07-23T16:38:09.502+00:00",22,,[object Object]
526,44,"contact","[""1hola"",""que hay"",""gratis para hoy""]","2025-07-23T16:38:10.34+00:00",22,,[object Object]
527,44,"contact","[""1hola"",""que hay"",""gratis para hoy""]","2025-07-23T16:38:12.441+00:00",22,,[object Object]
528,44,"bot","{""parte_1"":""¡Hola Andru! Para hoy miércoles, hay varias opciones de fiesta gratis con RUMBA en Barcelona. Puedes entrar gratis hasta ciertas horas en estos clubs:\n1. Bling Bling (free hasta 1:30am)\n2. Pacha (skip line tickets)\n3. Shoko (free hasta 00:30)\n4. Carpediem (free hasta 1am)\n5. Gatsby (free hasta 00:00 +21)\n6. Noxe (free guest list hasta 11pm)\n7. Jamboree (free hasta 2am).\n"",""parte_2"":""¿Quieres que te añada a la lista de alguno o te interesa algo especial?""}","2025-07-23T16:38:28.433+00:00",22,,[object Object]
529,44,"contact","[""mmm que musica hay en carpediem?""]","2025-07-23T16:50:18.77+00:00",22,,[object Object]
41,7,"contact","[""Soy Andres"",""podria contarme que fiuestas hay hoy?""]","2025-07-12T13:09:20.625+00:00",22,,[object Object]
42,7,"contact","[""Soy Andres"",""podria contarme que fiuestas hay hoy?""]","2025-07-12T13:09:44.883+00:00",22,,[object Object]
43,7,"contact","[""hola"",""que hay hoy""]","2025-07-12T13:15:27.29+00:00",22,,[object Object]
44,7,"contact","[""hola"",""que hay hoy""]","2025-07-12T13:15:49.785+00:00",22,,[object Object]
45,9,"contact","[""Siiiii""]","2025-07-12T13:16:32.467+00:00",7,,[object Object]
46,10,"contact","[""Buenas tardes Sofía""]","2025-07-12T13:20:03.973+00:00",24,,[object Object]
47,10,"contact","[""Eres Sofía ?""]","2025-07-12T13:21:03.052+00:00",24,,[object Object]
48,10,"contact","[""Haga caso Sofía"",""Eghhh""]","2025-07-12T13:21:58.038+00:00",24,,[object Object]
49,9,"contact","[""Siii"",""Somos 5 amigas""]","2025-07-12T13:22:09.473+00:00",7,,[object Object]
50,10,"contact","[""Haga caso Sofía"",""Eghhh""]","2025-07-12T13:22:18.898+00:00",24,,[object Object]
51,9,"contact","[""Siii"",""Somos 5 amigas""]","2025-07-12T13:22:28.212+00:00",7,,[object Object]
52,7,"contact","[""No hay más fiestas?""]","2025-07-12T13:23:19.956+00:00",22,,[object Object]
53,7,"contact","[""sisi""]","2025-07-12T13:24:34.408+00:00",22,,[object Object]
54,9,"contact","[""Y hoy no tienen nada? Sábado""]","2025-07-12T13:25:34.592+00:00",7,,[object Object]
55,7,"contact","[""manda calendario""]","2025-07-12T13:25:50.583+00:00",22,,[object Object]
56,9,"contact","[""Quiero una mesa vip"",""Cuál es el dresscode""]","2025-07-12T13:26:14.159+00:00",7,,[object Object]
57,9,"contact","[""Quiero una mesa vip"",""Cuál es el dresscode""]","2025-07-12T13:26:33.065+00:00",7,,[object Object]
58,9,"contact","[""Para Coco Bongo""]","2025-07-12T13:27:46.964+00:00",7,,[object Object]
59,7,"contact","[""el del domingo"",""hablame mas"",""cuanto vale?""]","2025-07-12T13:28:13.934+00:00",22,,[object Object]
60,7,"contact","[""el del domingo"",""hablame mas"",""cuanto vale?""]","2025-07-12T13:28:15.555+00:00",22,,[object Object]
61,7,"contact","[""el del domingo"",""hablame mas"",""cuanto vale?""]","2025-07-12T13:28:40.691+00:00",22,,[object Object]
62,9,"contact","[""Quiero reservar mesa VIP""]","2025-07-12T13:29:41.92+00:00",7,,[object Object]
63,7,"contact","[""hola"",""que tal"",""que hay para hoy""]","2025-07-12T13:40:42.645+00:00",22,,[object Object]
64,7,"contact","[""hola"",""que tal"",""que hay para hoy""]","2025-07-12T13:40:45.074+00:00",22,,[object Object]
65,7,"contact","[""hola"",""que hay opara hoy""]","2025-07-12T13:45:00.637+00:00",22,,[object Object]
66,7,"contact","[""hola"",""que hay opara hoy""]","2025-07-12T13:45:16.874+00:00",22,,[object Object]
67,7,"contact","[""Hola!"",""Estoy interesado en una fiesta de hoy""]","2025-07-12T14:53:01.439+00:00",22,,[object Object]
68,7,"contact","[""Hola!"",""estoy intresdo en fiesta en dubai"",""Hola"",""que hay en dubao"",""hola!"",""me interesa fiesta hoy""]","2025-07-12T15:18:31.561+00:00",22,,[object Object]
69,7,"contact","[""Hola!"",""estoy intresdo en fiesta en dubai"",""Hola"",""que hay en dubao"",""hola!"",""me interesa fiesta hoy""]","2025-07-12T15:18:48.09+00:00",22,,[object Object]
70,7,"contact","[""y para mañana?""]","2025-07-12T15:20:31.398+00:00",22,,[object Object]
71,7,"contact","[""hola"",""me gustaria ir al dvento del viernes""]","2025-07-12T15:30:38.74+00:00",22,,[object Object]
72,7,"contact","[""hola!"",""me gusta la fiesta del domingo""]","2025-07-12T15:34:03.338+00:00",22,,[object Object]
73,7,"bot","{""conversation"":""¿Quieres que te agregue a la guest list para asegurarte entrada o prefieres reservar una mesa VIP?""}","2025-07-12T15:34:21.225+00:00",22,,[object Object]
74,7,"contact","[""hola!"",""me gusta la fiesta del domingo""]","2025-07-12T15:34:21.339+00:00",22,,[object Object]
75,7,"contact","[""agregame a la guest list"",""ok?""]","2025-07-12T15:36:13.086+00:00",22,,[object Object]
76,7,"bot","{""conversation"":""Or want help picking the perfect party to join? We've got club nights, pool parties, brunches, and more across the week!""}","2025-07-12T15:36:28.568+00:00",22,,[object Object]
77,7,"contact","[""agregame a la guest list"",""ok?""]","2025-07-12T15:36:28.658+00:00",22,,[object Object]
78,7,"contact","[""agregame a la lista porfa"",""listo?""]","2025-07-12T15:40:43.007+00:00",22,,[object Object]
79,7,"bot",,"2025-07-12T15:40:57.422+00:00",22,,[object Object]
80,7,"contact","[""agregame a la lista porfa"",""listo?""]","2025-07-12T15:40:57.585+00:00",22,,[object Object]
81,7,"contact","[""hola"",""que fiesta hay hoy?""]","2025-07-12T15:52:50.918+00:00",22,,[object Object]
82,7,"bot","{""parte_1"":""¡Hola! Hoy jueves tenemos la fiesta \""Code Black\"" en uno de los mejores venues de Dubai, desde las 11 PM hasta las 4 AM. El ambiente estará genial con música variada y un público increíble."",""parte_2"":""¿Quieres que te agregue a la lista de invitados o prefieres reservar una mesa VIP?""}","2025-07-12T15:53:08.035+00:00",22,,[object Object]
83,7,"contact","[""hola"",""que fiesta hay hoy?""]","2025-07-12T15:53:08.203+00:00",22,,[object Object]
84,7,"bot","{""parte_1"":""¡Perfecto! Ya te he agregado a la lista de invitados."",""parte_2"":""¿Hay algún evento en particular que te interese o quieres que te cuente sobre las fiestas y brunches que tenemos esta semana en Dubai?""}","2025-07-12T15:54:38.719+00:00",22,,[object Object]
85,7,"contact","[""agregame a la lista de invitados""]","2025-07-12T15:54:38.983+00:00",22,,[object Object]
86,7,"contact","[""hola"",""que hay para hoy entonces""]","2025-07-12T16:00:19.295+00:00",22,,[object Object]
87,7,"contact","[""hola"",""que hay para hoy entonces""]","2025-07-12T16:00:23.675+00:00",22,,[object Object]
88,7,"bot","{""parte_1"":""¡Hola! Hoy es sábado y tenemos el Coco Bongo Pool Party en Dubai, desde las 10 PM hasta las 3 AM. Música en vivo, buen ambiente y piscina para disfrutar al máximo."",""parte_2"":""¿Quieres que te agregue a la lista de invitados o te interesa reservar una mesa VIP?""}","2025-07-12T16:00:35.345+00:00",22,,[object Object]
89,7,"contact","[""sisi ponme en lista""]","2025-07-12T16:06:57.849+00:00",22,,[object Object]
90,7,"bot","{""parte_1"":""¡Perfecto! Ya te he añadido a la lista para evitar problemas con la capacidad."",""parte_2"":""¿Quieres que te cuente sobre algún evento en particular o prefieres que te recomiende alguno para este finde?""}","2025-07-12T16:07:09.392+00:00",22,,[object Object]
91,7,"contact","[""te acuerdas como me llamo?""]","2025-07-12T16:12:37.423+00:00",22,,[object Object]
92,7,"bot","{""parte_1"":""¡Hola! No tengo la capacidad de recordar nombres de conversaciones anteriores, pero dime cómo te llamas y así te atiendo mejor."",""parte_2"":""¿Quieres que te hable de los eventos de Rumba en Dubai?""}","2025-07-12T16:12:48.81+00:00",22,,[object Object]
93,7,"contact","[""dime que hay hoy""]","2025-07-12T16:15:03.408+00:00",22,,[object Object]
94,7,"bot","{""parte_1"":""¡Hola! Hoy en Dubai tenemos la fiesta 'MY BOYFRIEND IS OUT OF TOWN' desde las 11 PM hasta las 3 AM. Música hip hop, reggaetón y más para que disfrutes toda la noche."",""parte_2"":""¿Quieres que te agregue a la lista de invitados o prefieres reservar una mesa VIP?""}","2025-07-12T16:15:15.768+00:00",22,,[object Object]
95,7,"contact","[""quiero hacer una reserva vip""]","2025-07-12T16:23:25.272+00:00",22,,[object Object]
96,7,"contact","[""Hola"",""Para mañana que hay""]","2025-07-12T18:31:45.089+00:00",22,,[object Object]
97,7,"contact","[""Hola"",""Para mañana que hay""]","2025-07-12T18:31:51.123+00:00",22,,[object Object]
98,7,"contact","[""Hola"",""Para mañana que hay"",""holaaa"",""que hay hoy""]","2025-07-12T20:55:52.759+00:00",22,,[object Object]
99,7,"contact","[""Hola"",""Para mañana que hay"",""holaaa"",""que hay hoy""]","2025-07-12T20:55:53.148+00:00",22,,[object Object]
100,7,"contact","[""Hola"",""Para mañana que hay"",""holaaa"",""que hay hoy"",""hola""]","2025-07-12T20:58:27.348+00:00",22,,[object Object]
101,7,"contact","[""Hola"",""Para mañana que hay"",""holaaa"",""que hay hoy"",""hola"",""buenass"",""que hay hoy""]","2025-07-12T21:03:20.775+00:00",22,,[object Object]
102,7,"contact","[""Hola"",""Para mañana que hay"",""holaaa"",""que hay hoy"",""hola"",""buenass"",""que hay hoy""]","2025-07-12T21:03:23.3+00:00",22,,[object Object]
103,7,"contact","[""holaaa"",""mañana que hay de fiesta"",""?""]","2025-07-12T21:06:01.728+00:00",22,,[object Object]
104,7,"contact","[""holaaa"",""mañana que hay de fiesta"",""?""]","2025-07-12T21:06:10.445+00:00",22,,[object Object]
105,7,"contact","[""holaaa"",""mañana que hay de fiesta"",""?""]","2025-07-12T21:06:12.116+00:00",22,,[object Object]
106,7,"contact","[""hola"",""que tal""]","2025-07-12T21:13:20.21+00:00",22,,[object Object]
119,7,"contact","[""y el otro evento que me has dicho, cuanto cuesta?"",""y hay viop tambien ahi?""]","2025-07-13T06:53:29.659+00:00",22,,[object Object]
120,7,"contact","[""y el otro evento que me has dicho, cuanto cuesta?"",""y hay viop tambien ahi?""]","2025-07-13T06:53:50.648+00:00",22,,[object Object]
121,7,"bot","{""parte_1"":""¡Claro que sí! En nuestros eventos en Dubai puedes reservar mesas VIP para una experiencia aún más exclusiva."",""parte_2"":""¿Quieres que te ayude a reservar una mesa VIP o prefieres que te añada a la lista de invitados para evitar problemas de capacidad?""}","2025-07-13T06:54:01.744+00:00",22,,[object Object]
122,7,"contact","[""no me has respondido a la primera pregunta, que cuanto cuesta el otro evento que me dijiste?""]","2025-07-13T06:55:29.167+00:00",22,,[object Object]
123,7,"bot","{""parte_1"":""Perdona por no haber respondido antes. Los precios dependen del evento y el género: para hombres, la entrada cuesta entre 100 y 250 AED, normalmente con bebidas incluidas."",""parte_2"":""Para mujeres suele ser entrada libre con bebidas incluidas hasta la 1 AM en casi todos los eventos. Si me dices cuál evento te interesa, te doy el precio exacto. ¿Quieres que te detalle algún evento en particular?""}","2025-07-13T06:55:41.313+00:00",22,,[object Object]
124,7,"contact","[""cuando me saludaste, me mencionaste primero un evento y luego el pool party. puedes hablarme de este primer evento?"",""porfa""]","2025-07-13T07:02:49.235+00:00",22,,[object Object]
125,7,"contact","[""cuando me saludaste, me mencionaste primero un evento y luego el pool party. puedes hablarme de este primer evento?"",""porfa""]","2025-07-13T07:02:56.348+00:00",22,,[object Object]
126,7,"bot","{""parte_1"":""¡Hola! Veo tu mensaje 'porfa' pero no estoy segura qué necesitas exactamente."",""parte_2"":""¿Quieres que te cuente sobre los eventos que tenemos esta semana en Dubai o prefieres que te ayude a elegir alguno? ¡Estoy aquí para ayudarte!""}","2025-07-13T07:03:08.472+00:00",22,,[object Object]
127,7,"contact","[""cuando me saludaste, me mencionaste primero un evento y luego el pool party. puedes hablarme de este primer evento?"",""porfa""]","2025-07-13T07:08:56.87+00:00",22,,[object Object]
128,7,"contact","[""cuando me saludaste, me mencionaste primero un evento y luego el pool party. puedes hablarme de este primer evento?"",""porfa""]","2025-07-13T07:08:58.284+00:00",22,,[object Object]
129,7,"bot","{""parte_1"":""Claro, te hablé primero de 'MY BOYFRIEND IS OUT OF TOWN' que es el evento del domingo por la noche en Dubai. Empieza a las 11 PM y termina a las 3 AM. Es una fiesta con música que mezcla hip hop, reggaetón, afrohouse, amapiano y más, perfecta para bailar y disfrutar el ambiente urbano nocturno."",""parte_2"":""¿Quieres que te cuente más sobre ese evento o quizás reservar una mesa VIP o agregarte a la lista de invitados?""}","2025-07-13T07:09:11.363+00:00",22,,[object Object]
130,7,"contact","[""quien"",""eres"",""tu"",""o"",""como"",""te"",""llamas""]","2025-07-13T07:10:36.427+00:00",22,,[object Object]
131,7,"contact","[""quien"",""eres"",""tu"",""o"",""como"",""te"",""llamas""]","2025-07-13T07:10:38.378+00:00",22,,[object Object]
132,7,"contact","[""quien"",""eres"",""tu"",""o"",""como"",""te"",""llamas""]","2025-07-13T07:10:40.947+00:00",22,,[object Object]
133,7,"contact","[""quien"",""eres"",""tu"",""o"",""como"",""te"",""llamas""]","2025-07-13T07:10:42.369+00:00",22,,[object Object]
134,7,"contact","[""quien"",""eres"",""tu"",""o"",""como"",""te"",""llamas""]","2025-07-13T07:10:43.74+00:00",22,,[object Object]
135,7,"contact","[""quien"",""eres"",""tu"",""o"",""como"",""te"",""llamas""]","2025-07-13T07:10:47.135+00:00",22,,[object Object]
136,7,"contact","[""quien"",""eres"",""tu"",""o"",""como"",""te"",""llamas""]","2025-07-13T07:10:48.428+00:00",22,,[object Object]
137,7,"bot","{""parte_1"":""¡Hola! Soy Atenea, tu asistente para Rumba, aquí para ayudarte con toda la info sobre nuestros eventos en Dubai."",""parte_2"":""¿Quieres saber sobre alguna fiesta o evento en particular o necesitas ayuda para elegir?""}","2025-07-13T07:10:59.56+00:00",22,,[object Object]
138,7,"contact","[""puedes hablarme del segundo evento que me recomendaste?"",""please""]","2025-07-13T07:12:57.208+00:00",22,,[object Object]
139,7,"contact","[""puedes hablarme del segundo evento que me recomendaste?"",""please""]","2025-07-13T07:12:57.889+00:00",22,,[object Object]
140,7,"bot","{""parte_1"":""Claro! El segundo evento que te mencioné es \""Bad Decisions\"", que se celebra los lunes de 11 PM a 3:30 AM. Es una noche increíble con música de todo tipo para que disfrutes al máximo."",""parte_2"":""¿Quieres que te agregue a la lista de invitados o prefieres reservar una mesa VIP para asegurar tu lugar?""}","2025-07-13T07:13:11.408+00:00",22,,[object Object]
141,7,"contact","[""Agregame a la lista de invitados para esta fiesta, sabes cual es mi nombre?""]","2025-07-13T07:21:00.893+00:00",22,,[object Object]
142,7,"bot","{""parte_1"":""¡Perfecto, Javier! Ya te agrego a la lista de invitados para la fiesta."",""parte_2"":""¿Quieres que te cuente más detalles del evento o necesitas ayuda con algo más?""}","2025-07-13T07:21:16.096+00:00",22,,[object Object]
143,7,"contact","[""si! en la fiesta del pool party me gustaría reservar una mesa vip""]","2025-07-13T07:22:27.164+00:00",22,,[object Object]
144,7,"contact","[""oye, please reservame una mesa vip en la del pool party""]","2025-07-13T07:26:06.088+00:00",22,,[object Object]
145,7,"contact","[""hola!"",""que hay para hoy?""]","2025-07-13T07:31:41.714+00:00",22,,[object Object]
146,7,"contact","[""hola!"",""que hay para hoy?""]","2025-07-13T07:31:47.045+00:00",22,,[object Object]
147,10,"contact","[""Hello ?""]","2025-07-13T07:34:09.023+00:00",24,,[object Object]
148,10,"contact","[""Hello ?"",""Heyy""]","2025-07-13T07:35:20.779+00:00",24,,[object Object]
149,10,"contact","[""Hello ?"",""Heyy"",""Hola""]","2025-07-13T07:37:03.843+00:00",24,,[object Object]
150,7,"contact","[""hola!"",""que hay para hoy?"",""Hola!"",""que hay para hoy""]","2025-07-13T08:22:29.552+00:00",22,,[object Object]
151,7,"contact","[""hola!"",""que hay para hoy?"",""Hola!"",""que hay para hoy""]","2025-07-13T08:22:31.524+00:00",22,,[object Object]
152,7,"bot","{""parte_1"":""¡Hola Javier! Para hoy domingo por la noche tenemos la fiesta 'MY BOYFRIEND IS OUT OF TOWN' que va de 11 PM a 3 AM. También si prefieres algo durante el día, está el 'Pool Tribe Brunch' desde 1 PM hasta 7 PM."",""parte_2"":""¿Te interesa alguno? ¿Quieres que te agregue a la lista o reservar una mesa VIP?""}","2025-07-13T08:22:44.453+00:00",22,,[object Object]
153,10,"contact","[""Hello ?"",""Heyy"",""Hola"",""Heyy""]","2025-07-13T08:27:38.989+00:00",24,,[object Object]
154,10,"contact","[""Hello ?"",""Heyy"",""Hola"",""Heyy"",""Holaa""]","2025-07-13T08:29:12.394+00:00",24,,[object Object]
155,11,"contact","[""Hola qué tal""]","2025-07-13T08:34:09.572+00:00",25,,[object Object]
156,11,"contact","[""Hola qué tal"",""Holaaa""]","2025-07-13T09:06:01.056+00:00",25,,[object Object]
157,11,"contact","[""Hola qué tal"",""Holaaa"",""Hola!!""]","2025-07-13T09:11:05.906+00:00",25,,[object Object]
158,7,"contact","[""holaaaa"",""que hay para hoy""]","2025-07-13T09:14:30.522+00:00",22,,[object Object]
159,7,"contact","[""holaaaa"",""que hay para hoy""]","2025-07-13T09:14:33.106+00:00",22,,[object Object]
160,7,"bot","{""parte_1"":""¡Hola Javier! Para hoy domingo tenemos 'MY BOYFRIEND IS OUT OF TOWN' en horario de 11 PM a 3 AM, un plan increíble para disfrutar de buena música y ambiente. Además, si prefieres algo de día, está el 'POOL TRIBE BRUNCH' de 1 PM a 7 PM, ideal para relajarte y disfrutar."",""parte_2"":""¿Quieres que te agregue a alguna lista o prefieres reservar una mesa VIP para asegurarte tu lugar?""}","2025-07-13T09:14:46.062+00:00",22,,[object Object]
161,7,"bot","{""parte_1"":""¡Holaaaa Javier! Para hoy domingo por la noche tenemos la fiesta \""MY BOYFRIEND IS OUT OF TOWN\"" desde las 11 PM hasta las 3 AM con música increíble para que disfrutes a tope."",""parte_2"":""Además, si te interesa, puedo contarte sobre la opción de reservar una mesa VIP o agregarte a la lista de invitados para asegurar tu lugar. ¿Quieres que te ayude con eso?""}","2025-07-13T09:14:57.91+00:00",22,,[object Object]
162,7,"contact","[""me interesa el pool tribe, puedes apuntarme?""]","2025-07-13T09:21:32.793+00:00",22,,[object Object]
204,13,"contact","[""hola"",""que tienes de fiesta para el mares"",""martes""]","2025-07-13T13:21:36.337+00:00",22,,[object Object]
163,7,"bot","{""parte_1"":""¡Perfecto, Javier! Te he apuntado en la lista para el Pool Tribe Brunch."",""parte_2"":""¿Quieres que te cuente un poco más sobre este evento o prefieres hacer alguna reserva VIP?""}","2025-07-13T09:21:43.791+00:00",22,,[object Object]
164,7,"bot","{""parte_1"":""¡Hola Javier! Te he agregado con mucho gusto a la lista para el Pool Tribe Brunch, que es el domingo de 1 PM a 7 PM y es un evento para todas las edades (bebidas alcohólicas solo para mayores de 21)."",""parte_2"":""¿Quieres que te informe también sobre alguna otra fiesta o necesitas ayuda para algo más?""}","2025-07-13T09:21:57.359+00:00",22,,[object Object]
165,11,"contact","[""Hola""]","2025-07-13T09:39:35.733+00:00",25,,[object Object]
166,7,"contact","[""hola!"",""que hay para hoy?""]","2025-07-13T11:01:11.598+00:00",22,,[object Object]
167,7,"contact","[""hola!"",""que hay para hoy?""]","2025-07-13T11:01:15.083+00:00",22,,[object Object]
